openalex_id,title,publication_year,cited_by_count,fwci,citation_percentile,is_oa,authorship_count,institution_count,country_count,referenced_works_count,related_works_count,primary_topic,topic_field,topic_domain,award_count,funder_count,funders,doi
https://openalex.org/W4412468430,Autonomous ‘self-driving’ laboratories: a review of technology and policy implications,2025,25,63.8719,0.99903305,True,2,2,1,80,10,Blockchain Technology Applications and Security,Computer Science,Physical Sciences,0,1,Michigan Institute for Teaching and Research in Economics,https://doi.org/10.1098/rsos.250646
https://openalex.org/W4288447312,Harmonization-Information Trade-Offs for Sharing Individual Participant Data in Biomedicine,2022,19,3.4514,0.92498485,True,2,5,1,89,10,Ethics in Clinical Research,Medicine,Health Sciences,0,0,,https://doi.org/10.1162/99608f92.a9717b34
https://openalex.org/W4394857110,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,2024,1930,204.5507,1.0,True,34,60,9,99,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,4,29,"Cancer Research UK; Department of Health and Social Care; Engineering and Physical Sciences Research Council; European Commission; Feinberg School of Medicine; Health Data Research UK; Hospital for Sick Children; Imperial College London; KU Leuven; Massachusetts Institute of Technology; Medical Research Council; Medizinische Universität Wien; National Heart, Lung, and Blood Institute; National Institute for Health and Care Excellence; National Institute for Health and Care Research; National Institute of Diabetes and Digestive and Kidney Diseases; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; Northwestern University; UK Research and Innovation; Universitair Medisch Centrum Utrecht; University College London; University of Cape Town; University of East Anglia; University of Oxford; University of Toronto; University of Warwick; Universität Wien; Vlaamse regering; Wellcome Trust",https://doi.org/10.1136/bmj-2023-078378
https://openalex.org/W4386826322,Artificial intelligence takes center stage: exploring the capabilities and implications of ChatGPT and other AI‐assisted technologies in scientific research and education,2023,89,3.2445,0.93774501,True,19,38,1,7,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,0,0,,https://doi.org/10.1111/imcb.12689
https://openalex.org/W4381799391,"Global, regional, and national burden of diabetes from 1990 to 2021, with projections of prevalence to 2050: a systematic analysis for the Global Burden of Disease Study 2021",2023,4119,735.9748,1.0,True,100,194,1,95,10,"Diabetes, Cardiovascular Risks, and Lipoproteins",Medicine,Health Sciences,55,263,"Academy of Scientific Research and Technology; Addis Ababa University; Ahvaz Jundishapur University of Medical Sciences; Aja University of Medical Sciences; Aksum University; Alberta Health Services; Alborz University of Medical Sciences; Alexandria University; Alexion Pharmaceuticals; Alfaisal University; Amarin Corporation; American Diabetes Association; American University of Sharjah; Amgen; Amicus Therapeutics; Applied Molecular Biosciences Unit; Arizona State University; Asia University; Asian Institute of Medicine, Science and Technology; Astellas Pharma; AstraZeneca; Ateneo de Manila University; Australian Catholic University; Australian Government; Bahir Dar University; Baqiyatallah University of Medical Sciences; Belgian American Educational Foundation; Bill and Melinda Gates Foundation; Brigham and Women's Hospital; British Heart Foundation; Brody School of Medicine; Bundesministerium für Bildung und Forschung; Cancer Institute NSW; Capital Medical University; Case Western Reserve University; Central University of Kerala; Charles Sturt University; China Medical University; China Medical University, Taiwan; China Scholarship Council; Chinese Center for Disease Control and Prevention; Chinese University of Hong Kong; Cilag; Cleveland Clinic; Cleveland Clinic Foundation; Comunidad de Madrid; Conselho Nacional de Desenvolvimento Científico e Tecnológico; Cooperativa de Ensino Superior Politécnico e Universitário; Curtin University of Technology; Daiichi Sankyo Europe; Danone; Deakin University; Debre Tabor University; Department of Biotechnology, Ministry of Science and Technology, India; Department of Global Health and Population, Harvard T.H. Chan School of Public Health; Deutsche Forschungsgemeinschaft; Deutsches Krebsforschungszentrum; Dipartimento di Medicina Sperimentale e Clinica, Università degli Studi di Firenze; Directorate for Biological Sciences; Dongguk University; East Carolina University; Eli Lilly and Company; European Commission; European and Developing Countries Clinical Trials Partnership; Faculdade de Medicina do ABC; Faculty of Medicine and Health, University of Sydney; Flinders University; Florida International University; Fred Hollows Foundation; Fresenius Medical Care North America; Fujita Health University; Fundação de Amparo à Pesquisa do Estado de Minas Gerais; Fundação para a Ciência e a Tecnologia; Gastrointestinal and Liver Diseases Research Center; Generalitat de Catalunya; Government of Jiangsu Province; Guangzhou University; Guangzhou University of Chinese Medicine; Guilan University of Medical Sciences; Hamad Medical Corporation; Hamadan University of Medical Sciences; Haramaya University; Harvard University; Hawassa University; Health Research Council of New Zealand; Horizon 2020 Framework Programme; Högskolan Dalarna; Høgskulen på Vestlandet; ICAR-Indian Veterinary Research Institute; Idorsia Pharmaceuticals; Ilam University; Ilam University of Medical Sciences; Imam Abdulrahman Bin Faisal University; Imperial College London; Indian Council of Agricultural Research; Indian Council of Medical Research; Instituto de Salud Carlos III; International Medical University; Iran University of Medical Sciences; Isfahan University of Medical Sciences; James Cook University; Jazan University; Jimma University; Johns Hopkins University; Karolinska Institutet; Kasturba Medical College, Manipal; Kerman University of Medical Sciences; Khalifa University of Science, Technology and Research; King Abdulaziz University; Korea Institute for Advancement of Technology; Korean Diabetes Association; Krishna Institute Of Medical Sciences Deemed To Be University; Kuwait University; La Trobe University; Laboratório Associado para a Química Verde; Lebanese American University; Lilly Deutschland; Lingnan University; Lorestan University of Medical Sciences; Macquarie University; Madda Walabu University; Madras Diabetes Research Foundation; Mahatma Gandhi University; Marga und Walter Boll-Stiftung; Masarykova Univerzita; Mashhad University of Medical Sciences; Massachusetts General Hospital; McGill University; McMaster University; Medical Research Council; Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja; Ministero della Salute; Ministry of Business, Innovation and Employment; Ministry of Education; Ministry of Health and Medical Education; Ministry of Trade, Industry and Energy; Monash University; Mount Sinai Health System; NIHR Sheffield Biomedical Research Centre; Nanjing University; Nanjing University of Science and Technology; Nanyang Technological University; National Center of Neurology and Psychiatry; National Defense Medical College; National Health and Medical Research Council; National Heart Foundation of Australia; National Heart, Lung, and Blood Institute; National Institute for Health and Care Research; National Institute for Research in Tuberculosis; National Institutes of Biomedical Innovation, Health and Nutrition; National Natural Science Foundation of China; National Nutrition and Food Technology Research Institute; National Research Foundation; National Research Foundation of Korea; National Science and Technology Council; Nazarbayev University; Newcastle University; Novartis Pharma; Novo Nordisk; Novo Nordisk Pharma; Ottawa Hospital Research Institute; Penn State College of Medicine; Pennsylvania State University; Pfizer; Public Health Agency; Public Health Agency of Canada; Public Health Foundation of India; Qatar University; Queen's University; Rajarata University of Sri Lanka; Rijksuniversiteit Groningen; Russian Academy of Sciences; Salahaddin University-Erbil; Sanofi; Saveetha Dental College; Science and Technology Development Fund; Semnan University; Semnan University of Medical Sciences and Health Services; Shahid Beheshti University of Medical Sciences; Shahrekord University; Shahrekord University of Medical Sciences; Shandong University; Shaqra University; Shiraz University; Shiraz University of Medical Sciences; Sultan Qaboos University; Swedish Orphan Biovitrum; Sydney Medical School; Tabriz University of Medical Sciences; Taibah University; Taipei Medical University; Tarbiat Modares University; Tehran Heart Center; Tehran University of Medical Sciences and Health Services; The Wellcome Trust DBT India Alliance; Tokyo Medical and Dental University; Trường Đại học Duy Tân; U.S. Department of Veterans Affairs; Umeå Universitet; Umm Al-Qura University; United Arab Emirates University; Universidad Autónoma de Sinaloa; Universidad Nacional Autónoma de México; Universidad Nacional de Colombia; Universidad de Chile; Universidad de La Sabana; Universidad de la República Uruguay; Universidade Federal do Rio Grande do Sul; Universidade do Porto; Universitair Medisch Centrum Groningen; Universitas Gadjah Mada; Universitas Padjadjaran; Universitatea de Medicină şi Farmacie ""Carol Davila"" Bucureşti; Universiteit Utrecht; Universitetet i Bergen; Universiti Kebangsaan Malaysia; Universiti Sains Malaysia; University College London; University of Aberdeen; University of Asia Pacific; University of Bern; University of California, Los Angeles; University of California, San Diego; University of Canberra; University of Cape Town; University of Glasgow; University of Gondar; University of Health and Allied Sciences; University of Kufa; University of New South Wales; University of Oklahoma; University of Oklahoma Health Sciences Center; University of Oxford; University of Pennsylvania; University of Rochester; University of Science and Technology of China; University of South Florida; University of Sydney; University of Tabriz; University of Technology Sydney; University of Toronto; University of Veterinary and Animal Sciences; University of Waterloo; University of Wollongong; University of Zanjan; Università degli Studi del Piemonte Orientale; Università degli Studi di Firenze; Università di Bologna; Università di Catania; Università ta' Malta; Universität Basel; Uniwersytet Śląski w Katowicach; Washington University in St. Louis; Wellcome Trust; Western Sydney University; Wuhan University; Xuzhou Medical University; Yale University; Yasuj University of Medical Sciences; Zahedan University of Medical Sciences; Zanjan University of Medical Sciences; Zhejiang University; Śląski Uniwersytet Medyczny w Katowicach",https://doi.org/10.1016/s0140-6736(23)01301-6
https://openalex.org/W4307468223,PubChem 2023 update,2022,3118,421.6562,1.0,True,13,26,1,60,10,Computational Drug Discovery Methods,Computer Science,Physical Sciences,0,0,,https://doi.org/10.1093/nar/gkac956
https://openalex.org/W4288039037,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,2022,2219,223.0488,1.0,True,6,6,2,185,10,Model Reduction and Neural Networks,Physics and Astronomy,Physical Sciences,0,1,Università degli Studi di Napoli Federico II,https://doi.org/10.1007/s10915-022-01939-z
https://openalex.org/W4361806078,Workflows Community Summit 2022: A Roadmap Revolution,2023,15,,,True,100,88,16,0,10,Scientific Computing and Data Management,Decision Sciences,Social Sciences,11,4,National Nuclear Security Administration; Oak Ridge National Laboratory; Office of Science; U.S. Department of Energy,https://doi.org/10.48550/arxiv.2304.00019
https://openalex.org/W4410211701,The published role of artificial intelligence in drug discovery and development: a bibliometric and social network analysis from 1990 to 2023,2025,9,10.3738,0.98301033,True,2,2,1,27,10,Computational Drug Discovery Methods,Computer Science,Physical Sciences,0,0,,https://doi.org/10.1186/s13321-025-00988-4
https://openalex.org/W4409381019,A Conceptual Framework for Integrating Artificial Intelligence into STEM Research Methodologies for Enhanced Innovation,2024,6,4.2618,0.95040966,True,1,1,1,21,10,Engineering Education and Technology,Computer Science,Physical Sciences,0,0,,https://doi.org/10.54660/ijfei.2024.1.1.56-66
https://openalex.org/W4387371536,Artificial intelligence in the pharmaceutical industry of Ukraine: prospects for future development,2023,8,2.2207,0.87908002,True,4,4,1,18,10,Pharmaceutical Quality and Counterfeiting,Medicine,Health Sciences,0,0,,https://doi.org/10.57125/fem.2023.06.30.02
https://openalex.org/W4392639590,Contribution of Sub-Saharan African medicinal plants to cancer research: Scientific basis 2013–2023,2024,16,4.3913,0.93946349,True,6,24,2,149,10,Traditional and Medicinal Uses of Annonaceae,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,2,Conseil Régional d'Auvergne; Ligue Contre le Cancer,https://doi.org/10.1016/j.phrs.2024.107138
https://openalex.org/W4360980141,Examining Science Education in ChatGPT: An Exploratory Study of Generative Artificial Intelligence,2023,1128,40.8809,0.99794757,True,1,1,1,19,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,0,0,,https://doi.org/10.1007/s10956-023-10039-y
https://openalex.org/W4247155454,Artificial Intelligence and Management: The Automation–Augmentation Paradox,2021,1780,216.7247,0.9999736,True,2,2,2,93,10,Blockchain Technology Applications and Security,Computer Science,Physical Sciences,3,3,European Commission; National Science Foundation; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,https://doi.org/10.5465/amr.2018.0072
https://openalex.org/W4404046121,The PRIDE database at 20 years: 2025 update,2024,1562,1099.0489,1.0,True,11,22,1,70,10,Research Data Management Practices,Computer Science,Physical Sciences,18,8,Biotechnology and Biological Sciences Research Council; Directorate for Biological Sciences; Engineering and Physical Sciences Research Council; European Commission; Fonds National de la Recherche Luxembourg; UK Research and Innovation; Wellcome; Wellcome Trust,https://doi.org/10.1093/nar/gkae1011
https://openalex.org/W3014596384,Aleatoric and epistemic uncertainty in machine learning: an introduction to concepts and methods,2021,1444,119.51,0.99974836,True,2,2,2,111,0,Adversarial Robustness in Machine Learning,Computer Science,Physical Sciences,0,1,Vlaamse regering,https://doi.org/10.1007/s10994-021-05946-3
https://openalex.org/W3148271110,The role of artificial intelligence in healthcare: a structured literature review,2021,1013,37.793,0.99920319,True,5,5,2,95,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,0,0,,https://doi.org/10.1186/s12911-021-01488-9
https://openalex.org/W4394578957,"MetaboAnalyst 6.0: towards a unified platform for metabolomics data processing, analysis and interpretation",2024,1843,383.8365,0.99998431,True,11,12,2,71,10,Metabolomics and Mass Spectrometry Studies,"Biochemistry, Genetics and Molecular Biology",Life Sciences,1,7,Canadian Institutes of Health Research; Cummings Foundation; Diabetes Canada; Genome Canada; JDRF; National Institutes of Health; Natural Sciences and Engineering Research Council of Canada,https://doi.org/10.1093/nar/gkae253
https://openalex.org/W4226016139,Getting AI Right: Introductory Notes on AI &amp; Society,2022,30,5.9141,0.96403724,True,1,0,0,42,10,Ethics and Social Impacts of AI,Social Sciences,Social Sciences,0,0,,https://doi.org/10.1162/daed_e_01897
https://openalex.org/W3132191748,Explaining Deep Neural Networks and Beyond: A Review of Methods and Applications,2021,1294,116.2913,0.99972739,True,5,6,2,320,10,Explainable Artificial Intelligence (XAI),Computer Science,Physical Sciences,18,5,Bundesministerium für Bildung und Forschung; Deutsche Forschungsgemeinschaft; Institute for Information and Communications Technology Promotion; Iran Telecommunication Research Center; Korea University,https://doi.org/10.1109/jproc.2021.3060483
https://openalex.org/W4224300633,Particle Swarm Optimization Algorithm and Its Applications: A Systematic Review,2022,1697,206.0177,0.99996187,True,1,1,1,209,10,Metaheuristic Optimization Algorithms Research,Computer Science,Physical Sciences,0,1,Science and Technology Development Fund,https://doi.org/10.1007/s11831-021-09694-4
https://openalex.org/W4401726523,The foundational science of learning health systems,2024,13,10.3782,0.98352722,True,5,12,1,36,10,Primary Care and Health Outcomes,Health Professions,Health Sciences,0,2,Office of Research and Development; U.S. Department of Veterans Affairs,https://doi.org/10.1111/1475-6773.14374
https://openalex.org/W3208687975,Recent advances and applications of deep learning methods in materials science,2022,1033,69.411,0.99992413,True,13,16,1,455,10,Machine Learning in Materials Science,Materials Science,Physical Sciences,26,7,"Basic Energy Sciences; Division of Civil, Mechanical and Manufacturing Innovation; National Institute of Standards and Technology; National Science Foundation; Office of Science; U.S. Department of Commerce; U.S. Department of Energy",https://doi.org/10.1038/s41524-022-00734-6
https://openalex.org/W4295951577,Multimodal biomedical AI,2022,1076,55.2322,0.99969531,True,4,4,1,180,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,1,1,National Institutes of Health,https://doi.org/10.1038/s41591-022-01981-2
https://openalex.org/W4407755728,"The value of equity, diversity, and inclusion principles and sex/gender considerations in pain research",2025,22,26.92,0.99780042,False,1,2,1,12,10,Musculoskeletal pain and rehabilitation,Medicine,Health Sciences,0,0,,https://doi.org/10.1097/j.pain.0000000000003569
https://openalex.org/W4379470483,A Review of the Role of Artificial Intelligence in Healthcare,2023,785,28.3777,0.99664148,True,8,11,1,152,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,0,1,Imam Abdulrahman Bin Faisal University,https://doi.org/10.3390/jpm13060951
https://openalex.org/W4388455891,The ChEMBL Database in 2023: a drug discovery platform spanning multiple bioactivity data types and time periods,2023,1147,218.2826,0.99993334,True,20,20,3,42,10,Computational Drug Discovery Methods,Computer Science,Physical Sciences,4,5,European Bioinformatics Institute; National Institutes of Health; University of Miami; University of New Mexico; Wellcome Trust,https://doi.org/10.1093/nar/gkad1004
https://openalex.org/W4367049415,Computational approaches streamlining drug discovery,2023,1130,213.0046,0.99990001,True,2,4,1,159,10,Computational Drug Discovery Methods,Computer Science,Physical Sciences,0,0,,https://doi.org/10.1038/s41586-023-05905-z
https://openalex.org/W3130938027,The Lancet Global Health Commission on Global Eye Health: vision beyond 2020,2021,1500,176.8238,0.9999562,True,73,108,20,351,10,Retinal and Optic Conditions,Medicine,Health Sciences,1,5,Fred Hollows Foundation; Moorfields Eye Charity; Queen Elizabeth Diamond Jubilee Trust; Seva Foundation; Wellcome Trust,https://doi.org/10.1016/s2214-109x(20)30488-5
https://openalex.org/W4288436661,Promoting and Enabling Reproducible Data Science Through a Reproducibility Challenge,2022,5,2.3317,0.92305327,True,6,12,1,43,10,Scientific Computing and Data Management,Decision Sciences,Social Sciences,0,0,,https://doi.org/10.1162/99608f92.9624ea51
https://openalex.org/W4220666121,Pharmacogenomics: Relevance and opportunities for clinical pharmacology,2022,29,4.8256,0.95446805,True,3,7,1,8,10,Pharmacogenetics and Drug Metabolism,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,0,0,,https://doi.org/10.1111/bcp.15329
https://openalex.org/W3156614709,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,2021,1111,128.9601,0.99994805,True,9,13,6,121,10,Online Learning and Analytics,Computer Science,Physical Sciences,2,2,Ministry of Education of the People's Republic of China; National Natural Science Foundation of China,https://doi.org/10.1155/2021/8812542
https://openalex.org/W4388699274,"Origin of Antibiotics and Antibiotic Resistance, and Their Impacts on Drug Development: A Narrative Review",2023,904,156.5926,0.99979373,True,4,5,2,285,10,Antibiotic Use and Resistance,Immunology and Microbiology,Life Sciences,0,1,King Faisal University,https://doi.org/10.3390/ph16111615
https://openalex.org/W4381252028,"The Role of AI in Drug Discovery: Challenges, Opportunities, and Strategies",2023,596,112.1573,0.99980003,True,7,7,1,54,10,Computational Drug Discovery Methods,Computer Science,Physical Sciences,36,5,"Agencia Estatal de Investigación; Centro Singular de Investigación de Galicia; European Regional Development Fund; Ministerio de Ciencia, Innovación y Universidades; Xunta de Galicia",https://doi.org/10.3390/ph16060891
https://openalex.org/W4381982883,"ChatGPT for Education and Research: Opportunities, Threats, and Strategies",2023,896,32.3131,0.99720123,True,2,3,2,54,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,1,1,Japan Society for the Promotion of Science,https://doi.org/10.3390/app13095783
https://openalex.org/W3006087551,Informed Machine Learning - A Taxonomy and Survey of Integrating Prior Knowledge into Learning Systems,2021,776,75.1486,0.99947575,True,14,15,1,271,10,Machine Learning and Algorithms,Computer Science,Physical Sciences,1,1,Bundesministerium für Bildung und Forschung,https://doi.org/10.1109/tkde.2021.3079836
https://openalex.org/W3126686235,The Road Towards 6G: A Comprehensive Survey,2021,1472,103.9122,0.99995919,True,4,5,1,144,10,Advanced Wireless Communication Technologies,Engineering,Physical Sciences,12,3,Bundesministerium für Bildung und Forschung; European Commission; Horizon 2020 Framework Programme,https://doi.org/10.1109/ojcoms.2021.3057679
https://openalex.org/W3172681723,The Medical Segmentation Decathlon,2022,1181,152.3141,1.0,True,58,70,9,52,10,Radiomics and Machine Learning in Medical Imaging,Medicine,Health Sciences,13,10,Engineering and Physical Sciences Research Council; KWF Kankerbestrijding; NIH Clinical Center; National Cancer Institute; National Institute for Health and Care Research; National Institute of Neurological Disorders and Stroke; National Institutes of Health; Nederlandse Organisatie voor Wetenschappelijk Onderzoek; Siemens Healthineers; UK Research and Innovation,https://doi.org/10.1038/s41467-022-30695-9
https://openalex.org/W3214214375,Materials informatics and sustainability—The case for urgency,2021,4,0.2402,0.46839633,True,3,3,1,21,10,Machine Learning in Materials Science,Materials Science,Physical Sciences,0,0,,https://doi.org/10.1017/dce.2021.19
https://openalex.org/W4386222752,Redefining Radiology: A Review of Artificial Intelligence Integration in Medical Imaging,2023,690,153.2166,0.99992725,True,1,3,1,107,10,Radiomics and Machine Learning in Medical Imaging,Medicine,Health Sciences,0,0,,https://doi.org/10.3390/diagnostics13172760
https://openalex.org/W4323653529,Technology Roadmap for Flexible Sensors,2023,1229,127.672,1.0,True,100,145,13,1076,10,Advanced Sensor and Energy Harvesting Materials,Engineering,Physical Sciences,100,67,"3M; Adaptable and Seamless Technology Transfer Program through Target-Driven R and D; Agency for Science, Technology and Research; Air Force Office of Scientific Research; Beijing Normal University; Brain and Behavior Research Foundation; California NanoSystems Institute; Chinese Academy of Sciences; City University of Hong Kong; College of Engineering, Michigan State University; Deutsche Forschungsgemeinschaft; Division of Chemical, Bioengineering, Environmental, and Transport Systems; Division of Civil, Mechanical and Manufacturing Innovation; Division of Electrical, Communications and Cyber Systems; Division of Engineering Education and Centers; Eunice Kennedy Shriver National Institute of Child Health and Human Development; Fudan University; Georgia Institute of Technology; Gottfried Wilhelm Leibniz Universität Hannover; Harbin Institute of Technology; Harvard University; Henry Samueli School of Engineering and Applied Science, University of California, Los Angeles; Institute for Basic Science; Institute for Health Innovation and Technology, National University of Singapore; Institute of Engineering Research, Seoul National University; Japan Science and Technology Agency; Japan Society for the Promotion of Science; Jinan University; Korea Advanced Institute of Science and Technology; Lawrence Berkeley National Laboratory; Leibniz-Gemeinschaft; MIT Media Lab; Mechanobiology Institute, Singapore; Michigan State University; Ministry of Science and ICT, South Korea; Ministry of Science and Technology of the People's Republic of China; Nanjing Tech University; Nanjing University; Nanjing University of Posts and Telecommunications; Nanyang Technological University; National Institute on Drug Abuse; National Institutes of Health; National Key Research and Development Program of China; National Natural Science Foundation of China; National Outstanding Youth Science Fund Project of National Natural Science Foundation of China; National Research Foundation; National Research Foundation Singapore; National Research Foundation of Korea; National Science Foundation; National University of Singapore; Natural Science Foundation of Beijing Municipality; Peking University; Pohang University of Science and Technology; Precursory Research for Embryonic Science and Technology; Purdue University; Science and Technology Commission of Shanghai Municipality; Seoul National University; Shanghai Jiao Tong University; Southern University of Science and Technology; Sungkyunkwan University; Technische Universität Chemnitz; Tsinghua University; University of California, Los Angeles; University of California, San Diego; University of Chicago; University of Texas at Austin; Welch Foundation",https://doi.org/10.1021/acsnano.2c12606
https://openalex.org/W3174022889,Spatial-Temporal Fusion Graph Neural Networks for Traffic Flow Forecasting,2021,842,228.5455,1.0,True,2,2,1,23,10,Traffic Prediction and Management Techniques,Engineering,Physical Sciences,3,3,Baidu; Beijing Nova Program; National Natural Science Foundation of China,https://doi.org/10.1609/aaai.v35i5.16542
https://openalex.org/W4327518740,From human writing to artificial intelligence generated text: examining the prospects and potential threats of ChatGPT in academic writing,2023,726,26.5003,0.99626831,True,4,7,3,24,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,0,0,,https://doi.org/10.5114/biolsport.2023.125623
https://openalex.org/W4211222729,AI for science and global citizens,2022,8,3.7286,0.94074871,True,1,2,1,7,10,Scientific Computing and Data Management,Decision Sciences,Social Sciences,0,0,,https://doi.org/10.1016/j.patter.2022.100446
https://openalex.org/W3195599406,Network analysis of multivariate data in psychological science,2021,1223,122.6167,1.0,True,15,16,4,153,10,Mental Health Research Topics,Psychology,Social Sciences,6,3,European Commission; National Institute of Mental Health; Nederlandse Organisatie voor Wetenschappelijk Onderzoek,https://doi.org/10.1038/s43586-021-00055-w
https://openalex.org/W3195625625,Artificial Intelligence and Business Value: a Literature Review,2021,875,103.1975,0.99984231,True,4,4,1,103,10,Big Data and Business Intelligence,"Business, Management and Accounting",Social Sciences,0,0,,https://doi.org/10.1007/s10796-021-10186-w
https://openalex.org/W4392769090,Transformative potential of artificial intelligence on health care and research in Africa,2024,9,0.9539,0.76624885,True,7,13,7,24,10,Artificial Intelligence in Healthcare and Education,Medicine,Health Sciences,0,1,Asian Development Bank,https://doi.org/10.1016/j.ijid.2024.107011
https://openalex.org/W4388667244,JASPAR 2024: 20th anniversary of the open-access database of transcription factor binding profiles,2023,1008,233.7118,0.99996144,True,20,45,7,69,10,Cancer Genomics and Diagnostics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,14,10,Agence Nationale de la Recherche; Canadian Institutes of Health Research; Helse Sør-Øst RHF; Kreftforeningen; Kræftens Bekæmpelse; Natural Sciences and Engineering Research Council of Canada; Norges Forskningsråd; Novo Nordisk; Novo Nordisk Fonden; Universitetet i Oslo,https://doi.org/10.1093/nar/gkad1059
https://openalex.org/W4310273071,Graph neural networks for materials science and chemistry,2022,718,45.5204,0.99982297,True,11,14,4,255,10,Machine Learning in Materials Science,Materials Science,Physical Sciences,2,2,Bundesministerium für Bildung und Forschung; Klaus Tschira Stiftung,https://doi.org/10.1038/s43246-022-00315-6
https://openalex.org/W3015461837,k-Nearest Neighbour Classifiers - A Tutorial,2021,857,77.3734,0.99950361,True,2,2,1,64,10,Machine Learning and Data Classification,Computer Science,Physical Sciences,2,1,Science Foundation Ireland,https://doi.org/10.1145/3459665
https://openalex.org/W4362579589,Knowledge Graphs: Opportunities and Challenges,2023,584,96.3179,0.99972981,True,4,5,3,142,10,Advanced Graph Neural Networks,Computer Science,Physical Sciences,0,0,,https://doi.org/10.1007/s10462-023-10465-9
